conflict_id,sentence_id,text,char_start,char_end,candidate_entity_keys,candidate_types,candidate_sources,reason,suggested_resolution
hongloumeng_ncf0003300,hongloumeng_s010357,香菱,93,95,|person_xiangling,OBJECT|PERSON,alias|rule,overlapping_candidates,person_xiangling
hongloumeng_ncf0003301,hongloumeng_s010357,香菱,96,98,|person_xiangling,OBJECT|PERSON,alias|rule,overlapping_candidates,person_xiangling
hongloumeng_ncf0003302,hongloumeng_s010357,王夫人,131,134,|person_wang_furen,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_wang_furen
hongloumeng_ncf0003303,hongloumeng_s010360,周瑞家的,0,4,|person_zhou_rui_jia,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_zhou_rui_jia
hongloumeng_ncf0003304,hongloumeng_s010364,寶玉,0,2,|object_yu|person_jia_baoyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_jia_baoyu
hongloumeng_ncf0003305,hongloumeng_s010367,賈母,0,2,|person_jia_mu,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_mu
hongloumeng_ncf0003306,hongloumeng_s010367,賈母,11,13,|person_jia_mu,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_mu
hongloumeng_ncf0003307,hongloumeng_s010368,賈珍,0,2,|person_jia_zhen,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_zhen
hongloumeng_ncf0003308,hongloumeng_s010369,鴛鴦,4,6,|person_yuanyang,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_yuanyang
hongloumeng_ncf0003309,hongloumeng_s010377,賈母,0,2,|person_jia_mu,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_mu
hongloumeng_ncf0003310,hongloumeng_s010379,賈珍,0,2,|person_jia_zhen,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_zhen
hongloumeng_ncf0003311,hongloumeng_s010380,鳳姐兒,0,3,|person_wang_xifeng,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_wang_xifeng
hongloumeng_ncf0003312,hongloumeng_s010380,賈母,7,9,|person_jia_mu,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_mu
hongloumeng_ncf0003313,hongloumeng_s010382,賈母,0,2,|person_jia_mu,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_mu
hongloumeng_ncf0003314,hongloumeng_s010386,賈珍,5,7,|person_jia_zhen,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_zhen
hongloumeng_ncf0003315,hongloumeng_s010387,賈珍,0,2,|person_jia_zhen,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_zhen
hongloumeng_ncf0003316,hongloumeng_s010389,賈母,0,2,|person_jia_mu,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_mu
hongloumeng_ncf0003317,hongloumeng_s010389,賈珍,3,5,|person_jia_zhen,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_zhen
hongloumeng_ncf0003318,hongloumeng_s010391,賈母,0,2,|person_jia_mu,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_mu
hongloumeng_ncf0003319,hongloumeng_s010391,賈珍,13,15,|person_jia_zhen,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_zhen
hongloumeng_ncf0003320,hongloumeng_s010394,賈珍,0,2,|person_jia_zhen,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_zhen
hongloumeng_ncf0003321,hongloumeng_s010395,賈母,2,4,|person_jia_mu,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_mu
hongloumeng_ncf0003322,hongloumeng_s010396,賈母,6,8,|person_jia_mu,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_mu
hongloumeng_ncf0003323,hongloumeng_s010396,賈珍,18,20,|person_jia_zhen,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_zhen
hongloumeng_ncf0003324,hongloumeng_s010402,賈珍,14,16,|person_jia_zhen,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_zhen
hongloumeng_ncf0003325,hongloumeng_s010403,賈珍,0,2,|person_jia_zhen,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_zhen
hongloumeng_ncf0003326,hongloumeng_s010410,賈珍,0,2,|person_jia_zhen,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_zhen
hongloumeng_ncf0003327,hongloumeng_s010414,賈蓉,7,9,|person_jia_rong,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_rong
hongloumeng_ncf0003328,hongloumeng_s010415,賈珍,0,2,|person_jia_zhen,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_zhen
hongloumeng_ncf0003329,hongloumeng_s010418,賈珍,7,9,|person_jia_zhen,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_zhen
hongloumeng_ncf0003330,hongloumeng_s010418,賈蓉,27,29,|person_jia_rong,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_rong
hongloumeng_ncf0003331,hongloumeng_s010419,賈珍,0,2,|person_jia_zhen,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_zhen
hongloumeng_ncf0003332,hongloumeng_s010421,賈蓉,5,7,|person_jia_rong,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_rong
hongloumeng_ncf0003333,hongloumeng_s010423,賈蓉,0,2,|person_jia_rong,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_rong
hongloumeng_ncf0003334,hongloumeng_s010424,所玉右扁,33,37,|object_yu,OBJECT|PERSON,ckip-albert-tiny|rule,overlapping_candidates,PERSON
hongloumeng_ncf0003335,hongloumeng_s010425,賈珍,0,2,|person_jia_zhen,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_zhen
hongloumeng_ncf0003336,hongloumeng_s010425,賈蓉,4,6,|person_jia_rong,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_rong
hongloumeng_ncf0003337,hongloumeng_s010429,賈蓉,0,2,|person_jia_rong,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_rong
hongloumeng_ncf0003338,hongloumeng_s010435,賈珍,2,4,|person_jia_zhen,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_zhen
hongloumeng_ncf0003339,hongloumeng_s010439,賈珍,0,2,|person_jia_zhen,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_zhen
hongloumeng_ncf0003340,hongloumeng_s010439,榮國府,13,16,|building_rongguofu,BUILDING|ORG,ckip-albert-tiny|rule,overlapping_candidates,building_rongguofu
hongloumeng_ncf0003341,hongloumeng_s010445,賈珍,11,13,|person_jia_zhen,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_zhen
hongloumeng_ncf0003342,hongloumeng_s010446,賈珍,0,2,|person_jia_zhen,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_zhen
hongloumeng_ncf0003343,hongloumeng_s010448,賈母,0,2,|person_jia_mu,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_mu
hongloumeng_ncf0003344,hongloumeng_s010450,賈珍,0,2,|person_jia_zhen,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_zhen
hongloumeng_ncf0003345,hongloumeng_s010456,賈母,0,2,|person_jia_mu,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_mu
hongloumeng_ncf0003346,hongloumeng_s010462,賈母,0,2,|person_jia_mu,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_mu
hongloumeng_ncf0003347,hongloumeng_s010464,寶玉,5,7,|object_yu|person_jia_baoyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_jia_baoyu
hongloumeng_ncf0003348,hongloumeng_s010465,寶玉,2,4,|object_yu|person_jia_baoyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_jia_baoyu
hongloumeng_ncf0003349,hongloumeng_s010467,賈母,12,14,|person_jia_mu,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_mu
hongloumeng_ncf0003350,hongloumeng_s010469,賈母,0,2,|person_jia_mu,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_mu
hongloumeng_ncf0003351,hongloumeng_s010478,賈母,0,2,|person_jia_mu,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_mu
hongloumeng_ncf0003352,hongloumeng_s010480,賈珍,6,8,|person_jia_zhen,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_zhen
hongloumeng_ncf0003353,hongloumeng_s010488,賈母,0,2,|person_jia_mu,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_mu
hongloumeng_ncf0003354,hongloumeng_s010510,賈珍,11,13,|person_jia_zhen,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_zhen
hongloumeng_ncf0003355,hongloumeng_s010511,賈母,0,2,|person_jia_mu,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_mu
hongloumeng_ncf0003356,hongloumeng_s010519,賈母,0,2,|person_jia_mu,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_mu
hongloumeng_ncf0003357,hongloumeng_s010522,老太太,1,4,|person_jia_mu,PERSON|TITLE_ROLE,alias|rule,overlapping_candidates,person_jia_mu
hongloumeng_ncf0003358,hongloumeng_s010522,老太太,21,24,|person_jia_mu,PERSON|TITLE_ROLE,alias|rule,overlapping_candidates,person_jia_mu
hongloumeng_ncf0003359,hongloumeng_s010526,賈母,2,4,|person_jia_mu,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_mu
hongloumeng_ncf0003360,hongloumeng_s010527,賈珍,2,4,|person_jia_zhen,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_zhen
hongloumeng_ncf0003361,hongloumeng_s010532,賈母,0,2,|person_jia_mu,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_mu
hongloumeng_ncf0003362,hongloumeng_s010540,賈母,0,2,|person_jia_mu,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_mu
hongloumeng_ncf0003363,hongloumeng_s010541,寶玉,0,2,|object_yu|person_jia_baoyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_jia_baoyu
hongloumeng_ncf0003364,hongloumeng_s010542,老太太,1,4,|person_jia_mu,PERSON|TITLE_ROLE,alias|rule,overlapping_candidates,person_jia_mu
hongloumeng_ncf0003365,hongloumeng_s010543,賈母,0,2,|person_jia_mu,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_mu
hongloumeng_ncf0003366,hongloumeng_s010549,寶玉,0,2,|object_yu|person_jia_baoyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_jia_baoyu
hongloumeng_ncf0003367,hongloumeng_s010553,賈母,2,4,|person_jia_mu,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_mu
hongloumeng_ncf0003368,hongloumeng_s010554,賈母,0,2,|person_jia_mu,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_mu
hongloumeng_ncf0003369,hongloumeng_s010555,賈珍,0,2,|person_jia_zhen,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_zhen
hongloumeng_ncf0003370,hongloumeng_s010556,白蛇記,11,14,,COLOR|WORK_OF_ART,ckip-albert-tiny|rule,overlapping_candidates,WORK_OF_ART
hongloumeng_ncf0003371,hongloumeng_s010557,賈母,0,2,|person_jia_mu,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_mu
hongloumeng_ncf0003372,hongloumeng_s010557,白蛇記,5,8,,COLOR|WORK_OF_ART,ckip-albert-tiny|rule,overlapping_candidates,WORK_OF_ART
hongloumeng_ncf0003373,hongloumeng_s010558,賈珍,0,2,|person_jia_zhen,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_zhen
hongloumeng_ncf0003374,hongloumeng_s010561,賈母,0,2,|person_jia_mu,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_mu
hongloumeng_ncf0003375,hongloumeng_s010566,賈珍,0,2,|person_jia_zhen,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_zhen
hongloumeng_ncf0003376,hongloumeng_s010567,南柯夢,6,9,,MOTIF|WORK_OF_ART,ckip-albert-tiny|rule,overlapping_candidates,WORK_OF_ART
hongloumeng_ncf0003377,hongloumeng_s010568,賈母,0,2,|person_jia_mu,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_mu
hongloumeng_ncf0003378,hongloumeng_s010569,賈珍,0,2,|person_jia_zhen,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_zhen
hongloumeng_ncf0003379,hongloumeng_s010570,寶玉,2,4,|object_yu|person_jia_baoyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_jia_baoyu
hongloumeng_ncf0003380,hongloumeng_s010570,賈母,54,56,|person_jia_mu,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_mu
hongloumeng_ncf0003381,hongloumeng_s010571,賈母,0,2,|person_jia_mu,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_mu
hongloumeng_ncf0003382,hongloumeng_s010573,寶釵,0,2,|person_xue_baochai,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_xue_baochai
hongloumeng_ncf0003383,hongloumeng_s010575,賈母,0,2,|person_jia_mu,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_mu
hongloumeng_ncf0003384,hongloumeng_s010577,寶玉,0,2,|object_yu|person_jia_baoyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_jia_baoyu
hongloumeng_ncf0003385,hongloumeng_s010579,探春,0,2,|person_jia_tanchun,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_tanchun
hongloumeng_ncf0003386,hongloumeng_s010581,林黛玉,0,3,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0003387,hongloumeng_s010583,寶釵,0,2,|person_xue_baochai,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_xue_baochai
hongloumeng_ncf0003388,hongloumeng_s010584,寶玉,0,2,|object_yu|person_jia_baoyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_jia_baoyu
hongloumeng_ncf0003389,hongloumeng_s010584,史湘雲,4,7,|person_shi_xiangyun,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_shi_xiangyun
hongloumeng_ncf0003390,hongloumeng_s010585,史湘雲,14,17,|person_shi_xiangyun,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_shi_xiangyun
hongloumeng_ncf0003391,hongloumeng_s010586,林黛玉,13,16,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0003392,hongloumeng_s010587,寶玉,0,2,|object_yu|person_jia_baoyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_jia_baoyu
hongloumeng_ncf0003393,hongloumeng_s010587,黛玉,20,22,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0003394,hongloumeng_s010589,林黛玉,0,3,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0003395,hongloumeng_s010591,寶玉,0,2,|object_yu|person_jia_baoyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_jia_baoyu
hongloumeng_ncf0003396,hongloumeng_s010594,賈珍,7,9,|person_jia_zhen,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_zhen
hongloumeng_ncf0003397,hongloumeng_s010594,賈蓉,10,12,|person_jia_rong,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_rong
hongloumeng_ncf0003398,hongloumeng_s010599,馮紫英,2,5,,COLOR|PERSON,ckip-albert-tiny|rule,overlapping_candidates,PERSON
hongloumeng_ncf0003399,hongloumeng_s010609,賈母,0,2,|person_jia_mu,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_mu
hongloumeng_ncf0003400,hongloumeng_s010614,賈母,1,3,|person_jia_mu,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_mu
hongloumeng_ncf0003401,hongloumeng_s010614,寶玉,11,13,|object_yu|person_jia_baoyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_jia_baoyu
hongloumeng_ncf0003402,hongloumeng_s010614,寶玉,21,23,|object_yu|person_jia_baoyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_jia_baoyu
hongloumeng_ncf0003403,hongloumeng_s010615,林黛玉,2,5,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0003404,hongloumeng_s010616,賈母,5,7,|person_jia_mu,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_mu
hongloumeng_ncf0003405,hongloumeng_s010618,寶玉,2,4,|object_yu|person_jia_baoyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_jia_baoyu
hongloumeng_ncf0003406,hongloumeng_s010618,林黛玉,6,9,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0003407,hongloumeng_s010619,黛玉,0,2,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0003408,hongloumeng_s010621,寶玉,0,2,|object_yu|person_jia_baoyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_jia_baoyu
hongloumeng_ncf0003409,hongloumeng_s010621,黛玉,21,23,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0003410,hongloumeng_s010624,黛玉,17,19,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0003411,hongloumeng_s010627,林黛玉,0,3,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0003412,hongloumeng_s010628,寶玉,0,2,|object_yu|person_jia_baoyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_jia_baoyu
hongloumeng_ncf0003413,hongloumeng_s010630,黛玉,0,2,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0003414,hongloumeng_s010631,寶玉,0,2,|object_yu|person_jia_baoyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_jia_baoyu
hongloumeng_ncf0003415,hongloumeng_s010634,黛玉,0,2,object_yu|person_lin_daiyu,OBJECT|PERSON,alias|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0003416,hongloumeng_s010639,寶玉,3,5,|object_yu|person_jia_baoyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_jia_baoyu
hongloumeng_ncf0003417,hongloumeng_s010639,黛玉,22,24,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0003418,hongloumeng_s010643,林黛玉,1,4,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0003419,hongloumeng_s010646,寶玉,5,7,|object_yu|person_jia_baoyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_jia_baoyu
hongloumeng_ncf0003420,hongloumeng_s010651,林黛玉,1,4,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0003421,hongloumeng_s010652,金玉,12,14,|object_yu,OBJECT|PERSON,ckip-albert-tiny|rule,overlapping_candidates,PERSON
hongloumeng_ncf0003422,hongloumeng_s010653,金玉,7,9,|object_yu,OBJECT|PERSON,ckip-albert-tiny|rule,overlapping_candidates,PERSON
hongloumeng_ncf0003423,hongloumeng_s010654,金玉,7,9,|object_yu,OBJECT|PERSON,ckip-albert-tiny|rule,overlapping_candidates,PERSON
hongloumeng_ncf0003424,hongloumeng_s010654,金玉,27,29,|object_yu,OBJECT|PERSON,ckip-albert-tiny|rule,overlapping_candidates,PERSON
hongloumeng_ncf0003425,hongloumeng_s010656,寶玉,1,3,|object_yu|person_jia_baoyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_jia_baoyu
hongloumeng_ncf0003426,hongloumeng_s010659,林黛玉,1,4,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0003427,hongloumeng_s010666,寶玉,1,3,|object_yu|person_jia_baoyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_jia_baoyu
hongloumeng_ncf0003428,hongloumeng_s010666,通靈寶玉,45,49,object_tongling_baoyu|object_yu|person_jia_baoyu,OBJECT|PERSON,alias|rule,overlapping_candidates,object_tongling_baoyu
hongloumeng_ncf0003429,hongloumeng_s010668,玉,3,4,|object_yu,OBJECT|PERSON,ckip-albert-tiny|rule,overlapping_candidates,PERSON
hongloumeng_ncf0003430,hongloumeng_s010669,寶玉,0,2,|object_yu|person_jia_baoyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_jia_baoyu
hongloumeng_ncf0003431,hongloumeng_s010669,黛玉,16,18,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0003432,hongloumeng_s010673,紫鵑,5,7,|person_zijuan,COLOR|PERSON,alias|rule,overlapping_candidates,person_zijuan
hongloumeng_ncf0003433,hongloumeng_s010674,寶玉,3,5,|object_yu|person_jia_baoyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_jia_baoyu
hongloumeng_ncf0003434,hongloumeng_s010676,寶玉,0,2,|object_yu|person_jia_baoyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_jia_baoyu
hongloumeng_ncf0003435,hongloumeng_s010681,林黛玉,0,3,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0003436,hongloumeng_s010681,寶玉,26,28,object_yu|person_jia_baoyu,OBJECT|PERSON,alias|rule,overlapping_candidates,person_jia_baoyu
hongloumeng_ncf0003437,hongloumeng_s010685,紫鵑,0,2,|person_zijuan,COLOR|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_zijuan
hongloumeng_ncf0003438,hongloumeng_s010688,寶二爺,6,9,|person_jia_baoyu,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_baoyu
hongloumeng_ncf0003439,hongloumeng_s010689,寶玉,0,2,|object_yu|person_jia_baoyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_jia_baoyu
hongloumeng_ncf0003440,hongloumeng_s010689,黛玉,18,20,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0003441,hongloumeng_s010689,紫鵑,23,25,|person_zijuan,COLOR|PERSON,alias|rule,overlapping_candidates,person_zijuan
hongloumeng_ncf0003442,hongloumeng_s010690,黛玉,2,4,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0003443,hongloumeng_s010693,寶玉,13,15,object_yu|person_jia_baoyu,OBJECT|PERSON,alias|rule,overlapping_candidates,person_jia_baoyu
hongloumeng_ncf0003444,hongloumeng_s010693,寶玉,24,26,|object_yu|person_jia_baoyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_jia_baoyu
hongloumeng_ncf0003445,hongloumeng_s010693,寶玉,34,36,|object_yu|person_jia_baoyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_jia_baoyu
hongloumeng_ncf0003446,hongloumeng_s010693,寶玉,44,46,object_yu|person_jia_baoyu,OBJECT|PERSON,alias|rule,overlapping_candidates,person_jia_baoyu
hongloumeng_ncf0003447,hongloumeng_s010693,林黛玉,62,65,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0003448,hongloumeng_s010695,紫鵑,0,2,|person_zijuan,COLOR|PERSON,alias|rule,overlapping_candidates,person_zijuan
hongloumeng_ncf0003449,hongloumeng_s010695,黛玉,17,19,|object_yu|person_lin_daiyu,OBJECT|PERSON|WORK_OF_ART,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0003450,hongloumeng_s010697,寶玉,8,10,|object_yu|person_jia_baoyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_jia_baoyu
hongloumeng_ncf0003451,hongloumeng_s010699,黛玉,0,2,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0003452,hongloumeng_s010701,黛玉,0,2,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0003453,hongloumeng_s010707,寶玉,0,2,|object_yu|person_jia_baoyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_jia_baoyu
hongloumeng_ncf0003454,hongloumeng_s010707,林黛玉,3,6,object_yu|person_lin_daiyu,OBJECT|PERSON,alias|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0003455,hongloumeng_s010709,黛玉,15,17,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0003456,hongloumeng_s010709,寶玉,22,24,|object_yu|person_jia_baoyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_jia_baoyu
hongloumeng_ncf0003457,hongloumeng_s010709,賈母,54,56,|person_jia_mu,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_mu
hongloumeng_ncf0003458,hongloumeng_s010709,王夫人,57,60,|person_wang_furen,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_wang_furen
hongloumeng_ncf0003459,hongloumeng_s010710,賈母,1,3,|person_jia_mu,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_mu
hongloumeng_ncf0003460,hongloumeng_s010710,王夫人,4,7,|person_wang_furen,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_wang_furen
hongloumeng_ncf0003461,hongloumeng_s010713,賈母,1,3,|person_jia_mu,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_mu
